시도명,시군구명,읍면동명
대전광역시,중구,용두동
대전광역시,중구,오류동
대전광역시,중구,태평1동
대전광역시,중구,태평2동
대전광역시,중구,유천1동
대전광역시,중구,유천2동
대전광역시,중구,문화1동
대전광역시,중구,문화2동
대전광역시,중구,산성동
대전광역시,서구,
대전광역시,서구,복수동
대전광역시,서구,도마1동
대전광역시,서구,도마2동
대전광역시,서구,정림동
대전광역시,서구,변동
대전광역시,서구,용문동
대전광역시,서구,탄방동
대전광역시,서구,괴정동
대전광역시,서구,가장동
대전광역시,서구,내동
대전광역시,서구,갈마1동
대전광역시,서구,갈마2동
대전광역시,서구,월평1동
대전광역시,서구,월평2동
대전광역시,서구,월평3동
대전광역시,서구,가수원동
대전광역시,서구,관저1동
대전광역시,서구,관저2동
대전광역시,서구,기성동
대전광역시,서구,둔산1동
대전광역시,서구,둔산2동
대전광역시,서구,만년동
대전광역시,서구,둔산3동
대전광역시,유성구,
대전광역시,유성구,진잠동
대전광역시,유성구,학하동
대전광역시,유성구,상대동
대전광역시,유성구,온천1동
대전광역시,유성구,온천2동
대전광역시,유성구,노은1동
대전광역시,유성구,노은2동
대전광역시,유성구,노은3동
대전광역시,유성구,신성동
대전광역시,유성구,전민동
대전광역시,유성구,구즉동
대전광역시,유성구,관평동
대전광역시,유성구,원신흥동
대전광역시,대덕구,
대전광역시,대덕구,오정동
대전광역시,대덕구,대화동
대전광역시,대덕구,회덕동
대전광역시,대덕구,비래동
대전광역시,대덕구,송촌동
대전광역시,대덕구,중리동
대전광역시,대덕구,신탄진동
대전광역시,대덕구,석봉동
대전광역시,대덕구,덕암동
대전광역시,대덕구,목상동
대전광역시,대덕구,법1동
대전광역시,대덕구,법2동
울산광역시,,
울산광역시,중구,
울산광역시,중구,학성동
울산광역시,중구,반구1동
울산광역시,중구,반구2동
울산광역시,중구,복산1동
울산광역시,중구,복산2동
울산광역시,중구,중앙동
울산광역시,중구,우정동
울산광역시,중구,태화동
울산광역시,중구,다운동
울산광역시,중구,병영1동
울산광역시,중구,병영2동
울산광역시,중구,약사동
울산광역시,중구,성안동
울산광역시,남구,
울산광역시,남구,신정1동
울산광역시,남구,신정2동
울산광역시,남구,신정3동
울산광역시,남구,신정4동
울산광역시,남구,신정5동
울산광역시,남구,달동
울산광역시,남구,삼산동
울산광역시,남구,삼호동
울산광역시,남구,무거동
울산광역시,남구,옥동
울산광역시,남구,대현동
울산광역시,남구,수암동
울산광역시,남구,선암동
울산광역시,남구,야음장생포동
울산광역시,동구,
울산광역시,동구,방어동
울산광역시,동구,일산동
울산광역시,동구,화정동
울산광역시,동구,대송동
울산광역시,동구,전하1동
울산광역시,동구,전하2동
울산광역시,동구,남목1동
울산광역시,동구,남목2동
울산광역시,동구,남목3동
울산광역시,북구,
울산광역시,북구,농소1동
울산광역시,북구,농소2동
울산광역시,북구,농소3동
울산광역시,북구,강동동
울산광역시,북구,효문동
울산광역시,북구,송정동
울산광역시,북구,양정동
울산광역시,북구,염포동
울산광역시,울주군,
울산광역시,울주군,온산읍
울산광역시,울주군,언양읍
울산광역시,울주군,온양읍
울산광역시,울주군,범서읍
울산광역시,울주군,청량읍
울산광역시,울주군,삼남읍
울산광역시,울주군,서생면
울산광역시,울주군,웅촌면
울산광역시,울주군,두동면
울산광역시,울주군,두서면
울산광역시,울주군,상북면
울산광역시,울주군,삼동면
세종특별자치시,,
세종특별자치시,,조치원읍
세종특별자치시,,연기면
세종특별자치시,,연동면
세종특별자치시,,부강면
세종특별자치시,,금남면
세종특별자치시,,장군면
세종특별자치시,,연서면
세종특별자치시,,전의면
세종특별자치시,,전동면
세종특별자치시,,소정면
세종특별자치시,,한솔동
세종특별자치시,,새롬동
세종특별자치시,,도담동
세종특별자치시,,해밀동
세종특별자치시,,아름동
세종특별자치시,,종촌동
세종특별자치시,,고운동
세종특별자치시,,소담동
세종특별자치시,,반곡동
세종특별자치시,,보람동
세종특별자치시,,대평동
세종특별자치시,,다정동
경기도,,
북부출장소,,
경기도,수원시,
경기도,수원시 장안구,
경기도,수원시 장안구,파장동
경기도,수원시 장안구,율천동
경기도,수원시 장안구,정자1동
경기도,수원시 장안구,정자2동
경기도,수원시 장안구,정자3동
경기도,수원시 장안구,영화동
경기도,수원시 장안구,송죽동
경기도,수원시 장안구,조원1동
경기도,수원시 장안구,조원2동
경기도,수원시 장안구,연무동
경기도,수원시 권선구,
경기도,수원시 권선구,세류1동
경기도,수원시 권선구,세류2동
경기도,수원시 권선구,세류3동
경기도,수원시 권선구,평동
경기도,수원시 권선구,서둔동
경기도,수원시 권선구,구운동
경기도,수원시 권선구,금곡동
경기도,수원시 권선구,호매실동
경기도,수원시 권선구,권선1동
경기도,수원시 권선구,권선2동
경기도,수원시 권선구,곡선동
경기도,수원시 권선구,입북동
경기도,수원시 팔달구,
경기도,수원시 팔달구,매교동
경기도,수원시 팔달구,매산동
경기도,수원시 팔달구,고등동
경기도,수원시 팔달구,화서1동
경기도,수원시 팔달구,화서2동
경기도,수원시 팔달구,지동
경기도,수원시 팔달구,우만1동
경기도,수원시 팔달구,우만2동
경기도,수원시 팔달구,인계동
경기도,수원시 팔달구,행궁동
경기도,수원시 영통구,
경기도,수원시 영통구,매탄1동
경기도,수원시 영통구,매탄2동
경기도,수원시 영통구,매탄3동
경기도,수원시 영통구,매탄4동
경기도,수원시 영통구,원천동
경기도,수원시 영통구,영통1동
경기도,수원시 영통구,영통2동
경기도,수원시 영통구,영통3동
경기도,수원시 영통구,망포1동
경기도,수원시 영통구,망포2동
경기도,수원시 영통구,광교1동
경기도,수원시 영통구,광교2동
경기도,성남시,
경기도,성남시 수정구,
경기도,성남시 수정구,신흥1동
경기도,성남시 수정구,신흥2동
경기도,성남시 수정구,신흥3동
경기도,성남시 수정구,태평1동
경기도,성남시 수정구,태평2동
경기도,성남시 수정구,태평3동
경기도,성남시 수정구,태평4동
경기도,성남시 수정구,수진1동
경기도,성남시 수정구,수진2동
경기도,성남시 수정구,단대동
경기도,성남시 수정구,산성동
경기도,성남시 수정구,양지동
경기도,성남시 수정구,복정동
경기도,성남시 수정구,위례동
경기도,성남시 수정구,신촌동
경기도,성남시 수정구,고등동
경기도,성남시 수정구,시흥동
경기도,성남시 중원구,
경기도,성남시 중원구,성남동
경기도,성남시 중원구,중앙동
경기도,성남시 중원구,금광1동
경기도,성남시 중원구,금광2동
경기도,성남시 중원구,은행1동
경기도,성남시 중원구,은행2동
경기도,성남시 중원구,상대원1동
경기도,성남시 중원구,상대원2동
경기도,성남시 중원구,상대원3동
경기도,성남시 중원구,하대원동
경기도,성남시 중원구,도촌동
경기도,성남시 분당구,
경기도,성남시 분당구,분당동
경기도,성남시 분당구,수내1동
경기도,성남시 분당구,수내2동
경기도,성남시 분당구,수내3동
경기도,성남시 분당구,정자동
경기도,성남시 분당구,정자1동
경기도,성남시 분당구,정자2동
경기도,성남시 분당구,정자3동
경기도,성남시 분당구,서현1동
경기도,성남시 분당구,서현2동
경기도,성남시 분당구,이매1동
경기도,성남시 분당구,이매2동
경기도,성남시 분당구,야탑1동
경기도,성남시 분당구,야탑2동
경기도,성남시 분당구,야탑3동
경기도,성남시 분당구,판교동
경기도,성남시 분당구,삼평동
경기도,성남시 분당구,백현동
경기도,성남시 분당구,금곡동
경기도,성남시 분당구,구미1동
경기도,성남시 분당구,구미동
경기도,성남시 분당구,운중동
경기도,의정부시,
경기도,의정부시,의정부1동
경기도,의정부시,의정부2동
경기도,의정부시,호원1동
경기도,의정부시,호원2동
경기도,의정부시,장암동
경기도,의정부시,신곡1동
경기도,의정부시,신곡2동
경기도,의정부시,송산1동
경기도,의정부시,송산2동
경기도,의정부시,송산3동
경기도,의정부시,자금동
경기도,의정부시,가능동
경기도,의정부시,흥선동
경기도,의정부시,녹양동
경기도,안양시,
경기도,안양시 만안구,
경기도,안양시 만안구,안양1동
경기도,안양시 만안구,안양2동
경기도,안양시 만안구,안양3동
경기도,안양시 만안구,안양4동
경기도,안양시 만안구,안양5동
경기도,안양시 만안구,안양6동
경기도,안양시 만안구,안양7동
경기도,안양시 만안구,안양8동
경기도,안양시 만안구,안양9동
경기도,안양시 만안구,석수1동
경기도,안양시 만안구,석수2동
경기도,안양시 만안구,석수3동
경기도,안양시 만안구,박달1동
경기도,안양시 만안구,박달2동
경기도,안양시 동안구,
경기도,안양시 동안구,비산1동
경기도,안양시 동안구,비산2동
경기도,안양시 동안구,비산3동
경기도,안양시 동안구,부흥동
경기도,안양시 동안구,달안동
경기도,안양시 동안구,관양1동
경기도,안양시 동안구,관양2동
경기도,안양시 동안구,부림동
경기도,안양시 동안구,평촌동
경기도,안양시 동안구,평안동
경기도,안양시 동안구,귀인동
경기도,안양시 동안구,호계1동
경기도,안양시 동안구,호계2동
경기도,안양시 동안구,호계3동
경기도,안양시 동안구,범계동
경기도,안양시 동안구,신촌동
경기도,안양시 동안구,갈산동
경기도,부천시,
경기도,부천시,심곡동
경기도,부천시,부천동
경기도,부천시,중동
경기도,부천시,신중동
경기도,부천시,상동
경기도,부천시,대산동
경기도,부천시,소사본동
경기도,부천시,범안동
경기도,부천시,성곡동
경기도,부천시,오정동
경기도,광명시,
경기도,광명시,광명1동
경기도,광명시,광명2동
경기도,광명시,광명3동
경기도,광명시,광명4동
경기도,광명시,광명5동
경기도,광명시,광명6동
경기도,광명시,광명7동
경기도,광명시,철산1동
경기도,광명시,철산2동
경기도,광명시,철산3동
경기도,광명시,철산4동
경기도,광명시,하안1동
경기도,광명시,하안2동
경기도,광명시,하안3동
경기도,광명시,하안4동
경기도,광명시,소하1동
경기도,광명시,소하2동
경기도,광명시,일직동
경기도,광명시,학온동
경기도,평택시,
경기도,평택시,팽성읍
경기도,평택시,안중읍
경기도,평택시,포승읍
경기도,평택시,청북읍
경기도,평택시,진위면
경기도,평택시,서탄면
경기도,평택시,고덕면
경기도,평택시,오성면
경기도,평택시,현덕면
경기도,평택시,중앙동
경기도,평택시,서정동
경기도,평택시,송탄동
경기도,평택시,지산동
경기도,평택시,송북동
경기도,평택시,신장1동
경기도,평택시,신장2동
경기도,평택시,신평동
경기도,평택시,원평동
경기도,평택시,통복동
경기도,평택시,비전1동
경기도,평택시,비전2동
경기도,평택시,용이동
경기도,평택시,세교동
경기도,평택시,동삭동
경기도,평택시,고덕동
경기도,송탄출장소,
경기도,안중출장소,
경기도,동두천시,
경기도,동두천시,생연1동
경기도,동두천시,생연2동
경기도,동두천시,중앙동
경기도,동두천시,보산동
경기도,동두천시,불현동
경기도,동두천시,송내동
경기도,동두천시,소요동
경기도,동두천시,상패동
경기도,안산시,
경기도,안산시 상록구,
경기도,안산시 상록구,일동
경기도,안산시 상록구,이동
경기도,안산시 상록구,사동
경기도,안산시 상록구,사이동
경기도,안산시 상록구,해양동
경기도,안산시 상록구,본오1동
경기도,안산시 상록구,본오2동
경기도,안산시 상록구,본오3동
경기도,안산시 상록구,부곡동
경기도,안산시 상록구,월피동
경기도,안산시 상록구,성포동
경기도,안산시 상록구,반월동
경기도,안산시 상록구,안산동
경기도,안산시 단원구,
경기도,안산시 단원구,와동
경기도,안산시 단원구,고잔동
경기도,안산시 단원구,중앙동
경기도,안산시 단원구,호수동
경기도,안산시 단원구,원곡동
경기도,안산시 단원구,백운동
경기도,안산시 단원구,신길동
경기도,안산시 단원구,초지동
경기도,안산시 단원구,선부1동
경기도,안산시 단원구,선부2동
경기도,안산시 단원구,선부3동
경기도,안산시 단원구,대부동
경기도,고양시,
경기도,고양시 덕양구,
경기도,고양시 덕양구,주교동
경기도,고양시 덕양구,원신동
경기도,고양시 덕양구,흥도동
경기도,고양시 덕양구,성사1동
경기도,고양시 덕양구,성사2동
경기도,고양시 덕양구,효자동
경기도,고양시 덕양구,삼송1동
경기도,고양시 덕양구,삼송2동
경기도,고양시 덕양구,창릉동
경기도,고양시 덕양구,고양동
경기도,고양시 덕양구,관산동
경기도,고양시 덕양구,능곡동
경기도,고양시 덕양구,화정1동
경기도,고양시 덕양구,화정2동
경기도,고양시 덕양구,행주동
경기도,고양시 덕양구,행신1동
경기도,고양시 덕양구,행신2동
경기도,고양시 덕양구,행신3동
경기도,고양시 덕양구,행신4동
경기도,고양시 덕양구,화전동
경기도,고양시 덕양구,대덕동
경기도,고양시 일산동구,
경기도,고양시 일산동구,식사동
경기도,고양시 일산동구,중산1동
경기도,고양시 일산동구,중산2동
경기도,고양시 일산동구,정발산동
경기도,고양시 일산동구,풍산동
경기도,고양시 일산동구,백석1동
경기도,고양시 일산동구,백석2동
경기도,고양시 일산동구,마두1동
경기도,고양시 일산동구,마두2동
경기도,고양시 일산동구,장항1동
경기도,고양시 일산동구,장항2동
경기도,고양시 일산동구,고봉동
경기도,고양시 일산서구,
경기도,고양시 일산서구,일산1동
경기도,고양시 일산서구,일산2동
경기도,고양시 일산서구,일산3동
경기도,고양시 일산서구,탄현1동
경기도,고양시 일산서구,탄현2동
경기도,고양시 일산서구,주엽1동
경기도,고양시 일산서구,주엽2동
경기도,고양시 일산서구,대화동
경기도,고양시 일산서구,송포동
경기도,고양시 일산서구,덕이동
경기도,고양시 일산서구,가좌동
경기도,과천시,
경기도,과천시,중앙동
경기도,과천시,갈현동
경기도,과천시,별양동
경기도,과천시,부림동
경기도,과천시,과천동
경기도,과천시,문원동
경기도,구리시,
경기도,구리시,갈매동
경기도,구리시,동구동
경기도,구리시,인창동
경기도,구리시,교문1동
경기도,구리시,교문2동
경기도,구리시,수택1동
경기도,구리시,수택2동
경기도,구리시,수택3동
경기도,남양주시,
경기도,남양주시,와부읍
경기도,남양주시,진접읍
경기도,남양주시,화도읍
경기도,남양주시,화도읍동부출장소
경기도,남양주시,화도읍남부출장소
경기도,남양주시,진건읍
경기도,남양주시,오남읍
경기도,남양주시,퇴계원읍
경기도,남양주시,별내면
경기도,남양주시,수동면
경기도,남양주시,조안면
경기도,남양주시,호평동
경기도,남양주시,평내동
경기도,남양주시,금곡동
경기도,남양주시,양정동
경기도,남양주시,다산1동
경기도,남양주시,다산2동
경기도,남양주시,별내동
경기도,풍양출장소,
경기도,오산시,
경기도,오산시,중앙동
경기도,오산시,남촌동
경기도,오산시,신장동
경기도,오산시,세마동
경기도,오산시,초평동
경기도,오산시,대원동
경기도,시흥시,
경기도,시흥시,대야동
경기도,시흥시,신천동
경기도,시흥시,신현동
경기도,시흥시,은행동
경기도,시흥시,매화동
경기도,시흥시,목감동
경기도,시흥시,군자동
경기도,시흥시,월곶동
경기도,시흥시,정왕본동
경기도,시흥시,정왕1동
경기도,시흥시,정왕2동
경기도,시흥시,정왕3동
경기도,시흥시,정왕4동
경기도,시흥시,배곧1동
경기도,시흥시,배곧2동
경기도,시흥시,과림동
경기도,시흥시,연성동
경기도,시흥시,장곡동
경기도,시흥시,능곡동
경기도,군포시,
경기도,군포시,군포1동
경기도,군포시,군포2동
경기도,군포시,산본1동
경기도,군포시,산본2동
경기도,군포시,금정동
경기도,군포시,재궁동
경기도,군포시,오금동
경기도,군포시,수리동
경기도,군포시,궁내동
경기도,군포시,대야동
경기도,군포시,광정동
경기도,군포시,송부동
경기도,의왕시,
경기도,의왕시,고천동
경기도,의왕시,부곡동
경기도,의왕시,오전동
경기도,의왕시,내손1동
경기도,의왕시,내손2동
경기도,의왕시,청계동
경기도,하남시,
경기도,하남시,천현동
경기도,하남시,신장1동
경기도,하남시,신장2동
경기도,하남시,덕풍1동
경기도,하남시,덕풍2동
경기도,하남시,덕풍3동
경기도,하남시,풍산동
경기도,하남시,감북동
경기도,하남시,감일동
경기도,하남시,위례동
경기도,하남시,춘궁동
경기도,하남시,초이동
경기도,하남시,미사1동
경기도,하남시,미사2동
경기도,용인시,
경기도,용인시 처인구,
경기도,용인시 처인구,포곡읍
경기도,용인시 처인구,모현읍
경기도,용인시 처인구,이동읍
경기도,용인시 처인구,남사읍
경기도,용인시 처인구,원삼면
경기도,용인시 처인구,백암면
경기도,용인시 처인구,양지면
경기도,용인시 처인구,중앙동
경기도,용인시 처인구,역북동
경기도,용인시 처인구,삼가동
경기도,용인시 처인구,유림동
경기도,용인시 처인구,동부동
경기도,용인시 기흥구,
경기도,용인시 기흥구,신갈동
경기도,용인시 기흥구,영덕1동
경기도,용인시 기흥구,영덕2동
경기도,용인시 기흥구,구갈동
경기도,용인시 기흥구,상갈동
경기도,용인시 기흥구,보라동
경기도,용인시 기흥구,기흥동
경기도,용인시 기흥구,서농동
경기도,용인시 기흥구,구성동
경기도,용인시 기흥구,마북동
경기도,용인시 기흥구,동백1동
경기도,용인시 기흥구,동백2동
경기도,용인시 기흥구,동백3동
경기도,용인시 기흥구,상하동
경기도,용인시 기흥구,보정동
경기도,용인시 수지구,
경기도,용인시 수지구,풍덕천1동
경기도,용인시 수지구,풍덕천2동
경기도,용인시 수지구,신봉동
경기도,용인시 수지구,죽전1동
경기도,용인시 수지구,죽전2동
경기도,용인시 수지구,죽전3동
경기도,용인시 수지구,동천동
경기도,용인시 수지구,상현1동
경기도,용인시 수지구,상현2동
경기도,용인시 수지구,상현3동
경기도,용인시 수지구,성복동
경기도,파주시,
경기도,파주시,문산읍
경기도,파주시,파주읍
경기도,파주시,법원읍
경기도,파주시,조리읍
경기도,파주시,월롱면
경기도,파주시,탄현면
경기도,파주시,광탄면
경기도,파주시,파평면
경기도,파주시,적성면
경기도,파주시,장단면
경기도,파주시,금촌1동
경기도,파주시,금촌2동
경기도,파주시,금촌3동
경기도,파주시,교하동
경기도,파주시,운정1동
경기도,파주시,운정2동
경기도,파주시,운정3동
경기도,이천시,
경기도,이천시,장호원읍
경기도,이천시,부발읍
경기도,이천시,신둔면
경기도,이천시,백사면
경기도,이천시,호법면
경기도,이천시,마장면
경기도,이천시,대월면
경기도,이천시,모가면
경기도,이천시,설성면
경기도,이천시,율면
경기도,이천시,창전동
경기도,이천시,증포동
경기도,이천시,중리동
경기도,이천시,관고동
경기도,안성시,
경기도,안성시,공도읍
경기도,안성시,보개면
경기도,안성시,금광면
경기도,안성시,서운면
경기도,안성시,미양면
경기도,안성시,대덕면
경기도,안성시,양성면
경기도,안성시,원곡면
경기도,안성시,일죽면
경기도,안성시,죽산면
경기도,안성시,삼죽면
경기도,안성시,고삼면
경기도,안성시,안성1동
경기도,안성시,안성2동
경기도,안성시,안성3동
경기도,김포시,
경기도,김포시,통진읍
경기도,김포시,고촌읍
경기도,김포시,양촌읍
경기도,김포시,대곶면
경기도,김포시,월곶면
경기도,김포시,하성면
경기도,김포시,김포본동
경기도,김포시,장기본동
경기도,김포시,사우동
경기도,김포시,풍무동
경기도,김포시,장기동
경기도,김포시,구래동
경기도,김포시,마산동
경기도,김포시,운양동
경기도,화성시,
경기도,화성시,봉담읍
경기도,화성시,우정읍
경기도,화성시,향남읍
경기도,화성시,남양읍
경기도,화성시,매송면
경기도,화성시,비봉면
경기도,화성시,마도면
경기도,화성시,송산면
경기도,화성시,서신면
경기도,화성시,팔탄면
경기도,화성시,장안면
경기도,화성시,양감면
경기도,화성시,정남면
경기도,화성시,새솔동
경기도,화성시,진안동
경기도,화성시,병점1동
경기도,화성시,병점2동
경기도,화성시,반월동
경기도,화성시,기배동
경기도,화성시,화산동
경기도,화성시,동탄1동
경기도,화성시,동탄2동
경기도,화성시,동탄3동
경기도,화성시,동탄4동
경기도,화성시,동탄5동
경기도,화성시,동탄6동
경기도,화성시,동탄7동
경기도,화성시,동탄8동
경기도,화성시동부출장소,
경기도,화성시동탄출장소,
경기도,광주시,
경기도,광주시,오포읍
경기도,광주시,초월읍
경기도,광주시,곤지암읍
경기도,광주시,도척면
경기도,광주시,퇴촌면
경기도,광주시,남종면
경기도,광주시,남한산성면
경기도,광주시,경안동
경기도,광주시,송정동
경기도,광주시,쌍령동
경기도,광주시,탄벌동
경기도,광주시,광남1동
경기도,광주시,광남2동
경기도,양주시,
경기도,양주시,백석읍
경기도,양주시,은현면
경기도,양주시,남면
경기도,양주시,광적면
경기도,양주시,장흥면
경기도,양주시,양주1동
경기도,양주시,양주2동
경기도,양주시,회천1동
경기도,양주시,회천2동
경기도,양주시,회천3동
경기도,양주시,회천4동
경기도,포천시,
경기도,포천시,소흘읍
경기도,포천시,군내면
경기도,포천시,내촌면
경기도,포천시,가산면
경기도,포천시,신북면
경기도,포천시,창수면
경기도,포천시,영중면
경기도,포천시,일동면
경기도,포천시,이동면
경기도,포천시,영북면
경기도,포천시,관인면
경기도,포천시,화현면
경기도,포천시,포천동
경기도,포천시,선단동
경기도,여주시,
경기도,여주시,가남읍
경기도,여주시,점동면
경기도,여주시,흥천면
경기도,여주시,금사면
경기도,여주시,세종대왕면
경기도,여주시,대신면
경기도,여주시,북내면
경기도,여주시,강천면
경기도,여주시,산북면
경기도,여주시,여흥동
경기도,여주시,중앙동
경기도,여주시,오학동
경기도,연천군,
경기도,연천군,연천읍
경기도,연천군,전곡읍
경기도,연천군,군남면
경기도,연천군,청산면
경기도,연천군,백학면
경기도,연천군,미산면
경기도,연천군,왕징면
경기도,연천군,신서면
경기도,연천군,중면
경기도,연천군,장남면
경기도,가평군,
경기도,가평군,가평읍
경기도,가평군,설악면
경기도,가평군,청평면
경기도,가평군,상면
경기도,가평군,조종면
경기도,가평군,북면
경기도,양평군,
경기도,양평군,양평읍
경기도,양평군,강상면
경기도,양평군,강하면
경기도,양평군,양서면
경기도,양평군,옥천면
경기도,양평군,서종면
경기도,양평군,단월면
경기도,양평군,청운면
경기도,양평군,양동면
경기도,양평군,지평면
경기도,양평군,용문면
경기도,양평군,개군면
강원도,,
동해출장소,,
강원도,춘천시,
강원도,춘천시,신북읍
강원도,춘천시,동면
강원도,춘천시,동산면
강원도,춘천시,신동면
강원도,춘천시,남면
강원도,춘천시,서면
강원도,춘천시,사북면
강원도,춘천시,북산면
강원도,춘천시,동내면
강원도,춘천시,남산면
강원도,춘천시,교동
강원도,춘천시,조운동
강원도,춘천시,약사명동
강원도,춘천시,근화동
강원도,춘천시,소양동
강원도,춘천시,후평1동
강원도,춘천시,후평2동
강원도,춘천시,후평3동
강원도,춘천시,효자1동
강원도,춘천시,효자2동
강원도,춘천시,효자3동
강원도,춘천시,석사동
강원도,춘천시,퇴계동
강원도,춘천시,강남동
강원도,춘천시,신사우동
강원도,원주시,
강원도,원주시,문막읍
강원도,원주시,소초면
강원도,원주시,호저면
강원도,원주시,지정면
강원도,원주시,부론면
강원도,원주시,귀래면
강원도,원주시,흥업면
강원도,원주시,판부면
강원도,원주시,신림면
강원도,원주시,중앙동
강원도,원주시,원인동
강원도,원주시,개운동
강원도,원주시,명륜1동
강원도,원주시,명륜2동
강원도,원주시,단구동
강원도,원주시,일산동
강원도,원주시,학성동
강원도,원주시,단계동
강원도,원주시,우산동
강원도,원주시,태장1동
강원도,원주시,태장2동
강원도,원주시,봉산동
강원도,원주시,행구동
강원도,원주시,무실동
강원도,원주시,반곡관설동
강원도,강릉시,
강원도,강릉시,주문진읍
강원도,강릉시,성산면
강원도,강릉시,왕산면
강원도,강릉시,구정면
강원도,강릉시,강동면
강원도,강릉시,옥계면
강원도,강릉시,사천면
강원도,강릉시,연곡면
강원도,강릉시,홍제동
강원도,강릉시,중앙동
강원도,강릉시,옥천동
강원도,강릉시,교1동
강원도,강릉시,교2동
강원도,강릉시,포남1동
강원도,강릉시,포남2동
강원도,강릉시,초당동
강원도,강릉시,송정동
강원도,강릉시,내곡동
강원도,강릉시,강남동
강원도,강릉시,성덕동
강원도,강릉시,경포동
강원도,동해시,
강원도,동해시,천곡동
강원도,동해시,송정동
강원도,동해시,북삼동
강원도,동해시,부곡동
강원도,동해시,동호동
강원도,동해시,발한동
강원도,동해시,묵호동
강원도,동해시,북평동
강원도,동해시,망상동
강원도,동해시,삼화동
강원도,태백시,
강원도,태백시,황지동
강원도,태백시,황연동
강원도,태백시,삼수동
강원도,태백시,상장동
강원도,태백시,문곡소도동
강원도,태백시,장성동
강원도,태백시,구문소동
강원도,태백시,철암동
강원도,속초시,
강원도,속초시,영랑동
강원도,속초시,동명동
강원도,속초시,금호동
강원도,속초시,교동
강원도,속초시,노학동
강원도,속초시,조양동
강원도,속초시,청호동
강원도,속초시,대포동
제주특별자치도,제주시,한림읍
제주특별자치도,제주시,애월읍
제주특별자치도,제주시,구좌읍
